Clinical Psychologist, Author	3		
Founding Editor, HBCUDigest.com	2		
Physician, parent by adoption, crossword/mystery lover	2		
Comedian, Writer	1		
Founder, Truth Wins Out	1		
The living, breathing travel app designed by and for travelers...	5		
think tank director	1		
Designer and Artist	1		
Filmmaker, educator and audio producer; co-director, Standing ...	1		
Managing Partner	6		
Journalist, Research & Strategy at Microsoft	1		
Author of The Clover House, Director of the Krouna Writing Wor...	3		
Writer, Small Biz Owner, Lover of Small Moments	1		
Head of Laurel School, writer, mother, teacher	3		
Engineer, thinker, author-in-training	1		
Professor of Italian language and culture, Emory University; P...	1		
a worrisome weight	1		
World Economic Forum, Head of Impact Investing	1		
Psychologist and New York Times Bestselling Author	16		
CBS News Travel Editor	28		
Gotham DJ	1		
Author of the Smartest series of books	3		
Using Words, Art, and Media towards conscious evolution.	3		
Writer, editor, communications coach	1		
Forgiveness expert, author	1		
The Adventure Geezer writes about adventure travel for boomers...	9		
CEO, Feeding America West Michigan Food Bank	1		
HuffPost Comedy Deputy Editor	2		
Product Manager, Exclusively Weddings	1		
Pamela Alma Weymouth is a humorist, writer, live storyteller. ...	2		
"Author, \"Paris Was the Place\" and \"The Foremost Good Fortune\""	1		
Blogger and photographer, Buns In My Oven	2		
"Author, \"January First\""	1		
Author at Simon & Schuster: The Widow of Wall Street,  Acciden...	2		
as we journey across the U.S.A.	1		
Founder, CarePlanners	2		
Michigan State football blogger	1		
Writer, PR specialist and native New Yorker who favors humor o...	4		
Connecting, supporting, and representing the one million paren...	1		
Executive Vice President, Aspen Institute	1		
Founder of LGBTQ support charity RUComingOut. Youth Programmes...	1		
President of National Center on Adoption and Permanency and of...	2		
Yoga Teacher, Somatic Therapist	7		
Editor/Owner, 4dancers.org	1		
Licensed Marriage & Family Therapists	3		
Radio host; Associate Professor, Baldwin Wallace University; A...	1		
Freelance writer and blogger	2		
Documentary filmmaker	1		
Interior Design Journal	4		
I am a Registered Dietitian, Certified Fitness Professional, a...	4		
Attorney, Parks & Crump, L.L.C.	1		
Classically trained singer, turned stay-at-home-mom, turned wr...	1		
Personal finance organizer, website and app	14		
Author, blogger	1		
Blogger, www.SheIsMoments.com	2		
Lifestyle Reporter, HuffPost	1		
Just watch the latest video in our Talk Nerdy series above to learn more.	1		
Title IX, the federal law that mandates gender equality in education, advises sexual assault cases be fully resolved within 60 days of the initial reporting. Columbia's policy goes further, stating that investigations will take no longer than 30 days and that once the investigation is over, a hearing will wrap up a case two weeks later.	1		
Author & Global Education Adviser	6		
Author: Women, Food & Desire, Functional Nutrition Expert, Cra...	4		
Licensed psychologist and marriage and family therapist	19		
Blogger, GoExploreNature.com	2		
Life Transition Counselor	24		
Green travel writer and co-founder of offMetro.com	2		
Author, Our Farm: By the Animals of Farm Sanctuary	1		
Image activist, writer and creator of MAD FREE	2		
Official magazine of the Sierra Club	5		
Writer, Blogger, World Travelling Mom	2		
Publisher of Artweek.LA, a leading online magazine dedicated t...	2		
Jane Labous is an award-winning broadcaster and photo-journali...	1		
Feminist Author, Artist and Political Activist	6		
Co-founder of The Resilience Group - a leadership consultant, ...	2		
An Entrepreneur, Dreamer & Lover of life. I am founder of Moon...	1		
Actress and author	1		
Orlando-based transgender activist, writer, and video producer	1		
Foodiggity.com	4		
Executive Director, National Latina Institute for Reproductive...	1		
Opera singer, writer, administrator and arts advocate	1		
Freelance food and travel writer	6		
Intern, Cosmopolitan	1		
NYU Professor of Hospitality, Tourism & Sports Management	2		
Founder, AccidentalBear.com and A.B. PR and Management	1		
"Author, \"The Fourth Trimester: Understanding, Protecting and N..."	1		
Dignitarian writer	3		
"Blogger and Author, \"The Real Alice in Wonderland\""	4		
Vice President, Business & Legal Affairs, ITV Studios	1		
Contributing Writer	1		
Founder, Crowd Companies	1		
Author and managing editor of Mirror Publishing	1		
Anndee Hochman is a Philadelphia-based freelance writer and te...	2		
Host, HuffPost RISE	1		
Blogger, Photographer, www.bubandteebs.com	6		
"Writer & Blogger, \"The Fordeville Diaries\""	2		
Writer, Entertainer and Activist	1		
World Changer	2		
Author, writer, syndicated columnist, executive coach, speaker...	15		
Editorial Director, Indagare Travel	4		
Syracuse sports writer, Troy Nunes Is An Absolute Magician	1		
Founder, Rebecca's House Eating Disorder Treatment Programs; A...	5		
Co-Founder & Stylist-in-Chief, Style for Hire	1		
Director, The Spaces Between Your Fingers Project	1		
Deputy Director, Women's Rights Division, Human Rights Watch	1		
Fitness, Running, & Triathlon Coach; Sports Hypnotherapist; Au...	18		
Vice President, United Nations Foundation	1		
Specialist in low-vision care	1		
Chief Academic Officer, MetSchools Inc	1		
President of Friends of the Global Fight Against AIDS, Tubercu...	2		
Writer, Tutor	9		
Attorney and CPA	1		
Bronston Jones sees the world as a stand-up comedian and a hum...	1		
Teacher, Writer, Live Music Connoisseur	1		
A man with an opinion	17		
Social platform for lovers of fashion entertainment	5		
Writer, Scholar, Activist	5		
Governor of Washington	1		
Bestselling Author, Environmental Health Advocate, Healthy Hom...	3		
Film and experience director. I create things.	1		
Civil rights attorney, educator, radio host, small business ow...	5		
Public relations consultant, doer of things and stuff	5		
Broadcaster, Biologist	15		
Award-winning filmmaker and founder, PhD Productions	1		
novelist and blogger	1		
Author, 'WomanCode'; CEO, FLOLiving	1		
Edupreneur, Cofounder/Chief Curiosity Curator of What If...?	2		
Author, 'Singled Out'	1		
Sexuality educator and author	1		
World champion skateboarder, father	1		
Gray & Associates Events, Owner	1		
Professor, Vermont Law School	1		
Associate Producer, HuffPost Live	1		
Professor of Epidemiology in Psychiatry, College of Physicians...	1		
Mother. Scholar. Freedom Dreamer.	1		
Image Consultant, MBC Group	2		
Children’s and Teens Book Editor, Amazon.com	1		
Mumble and grumble and autism advocacy. Can also be found at w...	1		
Writer, blogger, mother, PR guru and pickle maker (not necessa...	3		
Global Citizen, Founder of Global Expats	1		
Writer, traveller, dad, goon.	1		
Conde Nast Traveler	143		
Activist, Author, TEDx Speaker, Executive Coach for Women and ...	3		
Award-winning landscape designer	1		
Meteorologist and Author of 'Weather Whys: Facts, Myths, and O...	7		
Founder, BridalBar.com + JetFeteBlog.com	3		
Actor; Founder, Crowdrise	1		
Vice President of Advocacy, World Vision	1		
Licensed social worker, author of three books, part of the res...	3		
Author, 'The Thing You Think You Cannot Do'	3		
Retired political science professor, playwright, and former Wr...	1		
Founder of MommyShorts.com, author, and mom of two.	7		
CEO Human Power Project	6		
Blogger, 52 Brand New	1		
Psychologist, writer, former evangelical	2		
Founder, People for the American Way	2		
Content Manager, SimplyBridal	2		
www.stylelikeu.com	5		
MIT engineer and bestselling author of When Technology Fails a...	2		
President of The Energy Project; Author of Be Excellent at Any...	1		
Board, National Issues Forums Institute and Senior Fellow, Pub...	1		
President and CEO, Gurwitch Products	1		
Journalist and cancer advocate	1		
Award-winning humor writer, blogger and viral content creator	4		
Journalist in New York	1		
Co-Founder of Parent Footprint, Psychologist, Author	6		
Psychotherapist & Founder of Urban Balance	12		
Curvy Girl Lingerie Founder & Blogger	3		
Senior Fellow, The Opportunity Agenda	2		
Hugh McIntyre is a journalist covering music, the music indust...	2		
Managing Director, One Earth Capital, LLC	2		
"My dad says I'm \"witty, mature, and balanced.\""	2		
Founder of The Abundant Mama Project	1		
Mom, wife, speaker, communications pro, author, and advice maven	1		
Co-founder of The Chai Spot, fellow of NewGround (a Muslim-Jew...	1		
not appear to be supported by any facts,” the judge found.	1		
President and CEO of the American Beverage Association	1		
Restaurant reviews, menu aggregator, social network and educat...	54		
Attorney and Blogger	11		
Emmy-winning TV writer/Author of the Neurotic Parent's Guide t...	8		
World leader in adventure travel	8		
Get out of town, Car Optional	16		
Four-time Olympic speed skating medalist	1		
Author and lecturer on education, parenting, and human behavior	2		
Writer/editor/music publisher	13		
Author, speaker	1		
CEO of Scuba Diver Life	2		
priest, veteran, writer	2		
I am the author of Tea Leaves, a memoir of mothers and daughte...	1		
Co-founder of Headspace, a digital health and wellbeing platform	3		
Founder and Queen Bee at The Superbwoman, Inc.	4		
"Author, \"Bottled Up: How the Way We Feed Babies Has Come to De..."	3		
Director, Center for Public Education	1		
Writer, Speaker, Survivor	14		
Beauty and lifestyle writer	2		
Editor, MedicalDaily.com	5		
Author of Gluten Is My Bitch	2		
Writer, science journalist, mother and whale nerd	2		
Family Therapist; Author; Speaker	1		
"Writer/Composer \"Failing Forward: The Bluesical\""	1		
Mother/Writer/Blogger based in Portland, Oregon, thecattownmur...	1		
I'm a law professor at George Washington University Law School.	1		
Parent Educator, Coach and Author for Parents of Complex Kids	3		
Author and TV producer	1		
Award-winning novelist	1		
Claire Shipman	1		
Wife, Mom,Daughter,Sister, Aunt and Realtor	1		
Director of the Media Sandbox, Michigan State Univ. Instructor...	1		
elections aren’t everything.	1		
Long-distance swimmer, journalist, and broadcaster	7		
Author, Mental Health Counselor, Traumatic Stress Expert	2		
Co-creator, Babygarten	1		
*	1		
Editor, The Daily Banter.com	1		
Traveler, speaker, writer	6		
Founder/CEO, 1-800-Registry	1		
Founder and CEO, Faith Popcorn's BrainReserve; Best-selling au...	1		
Blogger and Founder of Accordingtodna.com	24		
The Larry David of Housewives. Writer, badsandy.com	3		
Pediatrician; author, 'The Vaccine Book' and 'The Autism Book'	1		
"Author, \"The Art of Confession\""	1		
Birthing From Within Mentor & Advisor, Pregnancy and Birth Con...	3		
Spokesperson for the Human Rights Campaign. Founder & Presiden...	1		
Author, Lecturer, Hyperspace Intuitive	6		
Founder of CreditDonkey.com	6		
"Entrepreneur, Mother, Author \"Ellen Who?\""	1		
"That's the question my brother and his fiancée asked me to answer in a \"short\" speech on their wedding day. I told them there is no such thing."	1		
Head of Weddings, Shutterfly, Inc.	3		
Clinical Psychologist and Parenting Specialist	3		
Co-Founder, Stagg	1		
Blogger and vlogger based in NYC	1		
"Writer of Food, travel and other subjects, co-author of \"Every..."	1		
American College Personnel Association Executive Director	2		
Community manager, LinkedIn	1		
Executive Director, Christie's Place	1		
Entrepreneur, VAGIPRENEUR™, mom, wife, friend, pop culture addict	6		
VP Editor in Chief, Martha Stewart Living	1		
Writer. Presenter. Educator.	3		
Floral designer	1		
Author and journalist	2		
Graduate student, Biomedical Sciences	1		
Professor of Finance Emeritus at the Wharton School of the Uni...	5		
TV commercial director	1		
Multimedia storyteller, Blogger, Homosapian	1		
Not a Dirty 30, it's a note to my younger self	1		
Agent Provocateur	1		
Michael Jinkins is the President of Louisville Presbyterian Th...	1		
Co-founder, Bedtime Network	4		
Principal, Bryce-Laporte Information and Consulting	1		
National Advocacy Director, Direct Care Alliance	1		
Executive Editor, 'Runner's World'	1		
Entrepreneur, Writer, Dreamer	1		
CEO, American Chamber of Commerce in Egypt	1		
Student of Buddhism, meditation and yoga	1		
"Business Week hailed Ms. Owades as a \"Best Entrepreneur,\" honoring her for \"changing the way we buy flowers.\""	1		
Host/Co-Exec Producer Lives of Style Broadcast TV  Show	2		
Diamond Industry Expert	15		
Novelist, poet, and founder at Flux Capacitor	3		
Ph.D-trained scientist; Foodie; Advocate of Local, Seasonal Foods	1		
Author. Hospitality Disruptor. Modern Elder.	1		
Writer, designer, founder of The Forest Bathing Club	1		
Authors of Conscious Loving, founders of heartsintrueharmony.c...	3		
Advisor, GetEQUAL.org	1		
Writer/Call-in Radio Talk Host/News Anchor	1		
Founder of The Urban Yoga Foundation & Urban Yoga Tea	2		
Editor-at-large, HuffPost	4		
I am a wellness/life coach; published author, WHEELCHAIR WISDO...	17		
"Author, \"The Happiness Advantage\""	2		
Founder of Iron Lotus PT and creator of DBX3 Functional Fat loss	8		
Naturopathic doctor & Beauty Expert. Founder, Karuna Natur...	3		
Founder of Inner Sports, Author of Stillpower and The Path of ...	25		
Founder, Editor, RusticWeddingChic.com	4		
Attorney/Author and Golf Enthusiast	2		
Author, Writing Is My Drink	1		
Author, educator, consultant and college educator - It's all f...	1		
Playwright, writer, poet and Jazz singer	2		
Health Director, Woman's Day	1		
Humor Columnist	2		
Health writer, essayist	1		
Pediatric occupational therapist, biologist, speaker, author	2		
Managing Editor, She's My Superwoman	3		
Executive Director, Jim Casey Youth Opportunities Initiative	2		
Journalist and author	2		
Co-Founder & CEO, Health Yoga Life, www.healthyogalife.com	2		
Mara blogger, columnist	1		
A sociocultural writer and thinker keeping it vibrant and spic...	1		
Information, wisdom and inspiration for parents	5		
International author and speaker	7		
Owner of Find Yourself In Tuscany, Writer	1		
Co-founder, the Heart of America Foundation and four other non...	2		
General Manager, Yodlee Interactive	1		
Assistant Professor of Physical Anthropology, University of Ka...	1		
The Independent Travel Lifestyles Guide for the Young, Sexy an...	47		
Writer on women's issues, human rights, environment and culture	8		
Culinary Nutritionist, Owner of Food Matters NYC	1		
CEO of The Rudin Group - a wealth marketing firm	5		
Lawyer	6		
Social Justice writer, educator, and speaker	4		
Genderqueer advocate, movement organizer, and part-time fashio...	1		
Founder, YourBellaLife.com; TV Host	8		
President Moorfield Storey Institute	9		
Co-author, 'Your Brain After Chemo: A Practical Guide to Lifti...	3		
Writer and Consultant	5		
Researcher, journalist and activist on environmental issues	1		
Author, Speaker & CEO of Trackur.com	1		
Author, success coach, radio talk show host	1		
Artistic and Executive Director, The Yard Inc (an artist resid...	1		
Travel expert and author of 'How To Fly For Free: Practical Ti...	5		
OccupyEvolver.com	1		
Yoga-Meditation Instructor, Author, Initiated Priestess	7		
The National Trust for Historic Preservation protects signific...	19		
Director, The Venice Institute of Contemporary Art	1		
Blogger, Men After Divorce	1		
High school teacher, freelance writer	1		
Author of Business Secrets of the Trappist Monks	1		
Author, Nurture the Wow, and Rabbi-in-Residence, Avodah	1		
There is no one else on this Earth like me.	1		
Fitness enthusiast, NPC Bikini Competitor	1		
Writer and interfaith minister	1		
Can China's effort succeed without active public engagement? Can Mexico learn from China and move from angry protest to systemic change? (continued)	1		
Unless he is stopped, the madness of Judge Hanen will lead to tragic results.	1		
Fashion writer	51		
NYTimes bestselling author, blogger at AdventuresWithTwins.com...	29		
Voice Coach, Therapist, and Author specializing in Self-Expres...	15		
Co-founder, The Moms	21		
Author of Apologies to My Censor: The High and Low Adventures ...	5		
Broadcaster, journalist, BBC	1		
Author, 'Shayno,' 'Benedetto' and 'In the Mirror a Monster''	2		
CEO, National Foundation to End Senior Hunger	1		
Writer, Photographer, World Traveler	39		
LGBT civil rights advocate	3		
Director of economic development research and programs, Intern...	1		
Retired United Methodist minister and member of the PFLAG Nati...	1		
Graduate student, Northwestern University	2		
Divorce Coach and Chief Visionary @ Journey Beyond Divorce	1		
Fiction writer	1		
Real-estate mogul; star, BRAVO's 'Million Dollar Listing Los A...	1		
Founder, Bitchless Bride	17		
Author, Blogger	4		
CEO & Founder of Costa Rica Expeditions	1		
Father, blogger	4		
Award winning actress	3		
Foodbeast.com	63		
Writer in LA, www.kelly-bergin.com	4		
President and CEO, Summa Health System	1		
Midlife Mother. Talk Radio Show Host. Writer/Blogger/Author/Bu...	2		
Managing Director at Statkraft	1		
The Active Times	20		
Author of Maks & Mila children's books and Mindfulness Expert	9		
Founder, CEO, Iridescent	1		
Assistant professor of psychology, Case Western Reserve Univer...	1		
New York Times Bestselling Author	3		
Pop Chassid	1		
Masters Candidate at the Yale School of Forestry and Environme...	1		
Advice Columnist	2		
Writer, speaker and consultant	1		
Best Selling Author, Life Coach	13		
Director of Education and Curriculum Reform, Hindu American Fo...	1		
Author of The Birth of Super Crip and I’m Not Here to Inspire ...	1		
President and founder, Classic Journeys	2		
Mom, award-winning journalist, adventurer, Navy vet, Latino Ou...	3		
Psychologist; Author, 'Hardwiring Happiness'	43		
Author, Researcher, Professor	1		
Holistic Maternity Health Coach, author and speaker.	3		
Founder/CEO, The Apogee Group	1		
Menswear Designer at Ikiré Jones, Author of LessGentleMen.com,...	1		
The Whiskey Preacher	2		
Author of Europe on Five Wrong Turns a Day	4		
"Blogger, \"Daddy Diary\""	1		
Executive Director of Healed Without Scars Ministrie	1		
San Francisco-based,	6		
Jane Goldberg has been a practicing psychoanalyst for over 40 ...	1		
Travel blogger at the-shooting-star.com.	4		
Founder, Lady Geek and Lady Geek TV	1		
Mechanical Engineer for STIHL Inc.	7		
Author, Yoga Master	2		
Life coach, professional speaker, author and Gen Y expert	14		
Author, 'I HEART ME: The Science of Self-Love' and 'How Your M...	2		
Founder of Elegant Femme and TARA Paris	16		
Travel Writer and Editor of Somewhere Luxurious	5		
Actor and Filmmaker	1		
Writer and outdoor adventurer	1		
Entrepreneur in Residence, Dell	2		
Helps people generate great ideas as founder of Creative Huddl...	1		
Psychologist, physical fitness buff, business consultant and w...	4		
Video Journalist, Filmmaker, Author	1		
Director-General, International Co-operative Alliance	1		
Theoretical cognitive scientist	1		
Physician/writer	4		
Scientific Director, The Imagination Institute	2		
Writer, Yogi, Speech Pathologist	2		
Associate Dean of Faculty and Professor of Law, Emory Law Scho...	2		
Development Coordinator, Fenway Health; member of the Youth Ad...	1		
Writer, traveler, mother, and teacher	3		
Creator of modern spirituality and high-tech meditation	1		
Essayist, journalist, co-founder of BiNet USA and other bi-rel...	1		
Public Theologian	1		
Chairman & CEO	1		
Technologist / Business Leader / Author	35		
Lonely Planet is the place to turn for every kind of trip insp...	14		
Award-winning chef, lodge owner and author	2		
President, Carolina Estate Planners, LLC; co-founder and chair...	1		
Founder of Untapped Cities	3		
health and slim figures of the Japanese and Chinese populations.	1		
Fitness Director Life Time Fitness	16		
Ethicist, epidemiologist, environmentalist, editor, educator, ...	4		
Actor, writer, producer, director	3		
Comedy writer and mosaic artist (photo of satirical piece titl...	1		
CEO@Harley&Co - Strategy and Creative Firm	1		
"Author, \"Slouching Toward Adulthood: Observations from the Not..."	1		
President and Founder, Edge Health	1		
Humor, travel, science and arts writer	9		
Digital Journalist	2		
Writer, artist, farmer, real-food/simple-living advocate, loca...	4		
Host and Managing Editor, 'Take Action News with David Shuster'	1		
Senior Writer, MinnPost	1		
Child and adolescent psychiatrist and author, 'The Birth of Ne...	1		
Chief Operating Officer, FremantleMedia	1		
Transformational Coach, Author, Speaker, Tour Leader	19		
Fiction writer, theater reviewer	1		
Executive Director, Tactical Sports Medicine, Associate Profes...	6		
Actor, musician and author	2		
Money advice for everyday people	4		
"am -- make room for me!\" And this is what the millions of young women all across the world are saying."	1		
Executive Director, Center for International Private Enterprise	1		
Garden designer	3		
writer, www.scottgalantymiller.com	5		
Television and multimedia producer	3		
Writer of novels, film reviews, food news, and essays on conte...	2		
Chief Development Officer, YMCA of Greater New York	1		
Editor and publisher, The Ho-Ho-Kus Cogitator	2		
Writer, Writing Instructor	2		
Annual Giving Officer,  Jewish Community Center of San Francisco	1		
Blogger, To Stay or to Go?	1		
Author of Best Seller Uprising, Founder of StrawberryFrog	1		
writer/professor	1		
The Ongoing Aftermath of the 2016 Election	1		
Professor of Economics, University of Chicago	4		
Co-founder and Heart Vibrator of New.me	1		
From my point of view, this is the same policy that Israeli Prime Minister Benjamin Netanyahu has been pursuing by inflicting such horror on the people of Gaza.	1		
Stanley N. Bergman is the Chairman of the Board and Chief Exec...	3		
Bestselling author, leadership advisor, cofounder of Teleos Le...	2		
Eldon earned his PhD in psychology, is a Fellow in the America...	11		
MD, America’s TV Eye Doctor and best-selling author, www.Boxer...	1		
Web editor, W magazine	7		
Attorney and bestselling author	1		
Ed Muzio is the CEO of Group Harmonics and author of Make Work...	3		
United States Senator serving the Commonwealth of Pennsylvania	1		
Sports Illustrated Swimsuit Model	2		
Founder, creator, and author, P.S.- I made this	4		
Writer/Teacher	1		
Writer, Photographer, Media Strategist	1		
Multimedia Journalist	5		
Founder of Good Women Project	2		
Dancer, singer, rapper, actress, appears on Push Girls	1		
Richard Zombeck is a freelance writer, a podcaster, and a reco...	1		
And he is talking about parenting!	1		
Published Author and Real Estate Agent	4		
Pastor, Historic King Solomon Baptist Church and President, Na...	1		
Blogger and stylist	2		
"“America’s Psychologist,\" relationship expert"	1		
Executive and Creativity Coach; President of Creative Success,...	2		
Author, The Anti-Romantic Child: A Story of Unexpected Joy...	1		
Professor of History, Chapman University	1		
Global Strategy Director, WGSN-Homebuildlife	1		
"Esthetician, Ayurvedic Practitioner & Authour of \"Beauty: Pure..."	2		
Executive Director, ACLU of Southern California	1		
Screenwriter and freelance writer	2		
Professional Makeup Artist and Writer	1		
VP of Content at BiggerPockets.com | Real Estate Investor	3		
President, National PTA	2		
Jody Becker	1		
Inquisitive, curious, and creative writer and seeker of knowle...	10		
Founder, Fit4D	1		
Chief of Hoperations	1		
Feed Your Curiosity	6		
Host and co-creator of Sonia's Travels	6		
Author of Shimmering Images: A Handy Little Guide to Writing M...	1		
TV Host, Director, Producer, GreekTravel Documentarist, Fitnes...	1		
Clinical Professor of Psychiatry, Georgetown Medical School	1		
Celebrity divorce lawyer	1		
CEO. Entrepreneur. Do-Gooder.	1		
Science and technology writer	2		
Policy and comms staff in #txlege, proud resident of #elpaso, ...	2		
Producer, Blogger, Graduate from the School of Hard Knocks	7		
NYC Plastic Surgeon	5		
Actor, Writer, Firefighter, Dad	1		
Travel writer	8		
Founder & MD of ExactTrak	1		
Travel enthusiast, charmingsardinia.com	4		
Psychotherapist; Executive/life coach	1		
Co-founder and CEO of CHARFEN, How Entrepreneurs Think™	2		
Etiquette Expert	3		
Andrea Poe is a journalist who covers travel and lifestyle iss...	15		
Author, Clinical Psychologist, Lecturer Harvard Medical School	2		
Founder, Greenloons	2		
Psychologist. Educator. Author	3		
Assistant Professor, History, Arizona State University	1		
Writer. Food lover. Eats WAY too much bacon.	8		
Bloggger, Outlawmama.com	6		
28-year-old cancer survivor	2		
So Cal based writer.	5		
Filmmaker, Author, Changemaker	5		
Hand model, rocket scientist and interpretive dancer	1		
Author of the young adult novel KISS & MAKE UP and regular con...	1		
Freelance Reporter	1		
Chef	1		
Film critic; Social Media Manager & Staff Writer, Collider	1		
Educator, Writer and Blogger at TheClearParent.com	6		
Founder, The Casey Feldman Memorial Foundation and EndDD.org	1		
Editor-in-chief of MommaSaid.net and author	1		
Personal Finance Writer	2		
Author, contributing editor for Runner's World magazine, Runne...	5		
Heart of a Thousand Hills founder	1		
New York based writer and activist.	1		
Executive Business and Global News Editor, The Huffington Post	3		
Executive Editor, Cognitive Science; Psychology and Marketing ...	29		
Healthy Living, Certified Trainer, Author, Speaker	8		
CEO and Founder of sumbody and author of 'Look Great Live Green'	8		
Editor, BLOOM	1		
Writer of words, drinker of booze, eater of food, listener of ...	21		
Editor of TheManual.com	5		
Ex-model, current farmer and writer	2		
Logan Lynn is an American musician, writer, composer, singer, ...	1		
President of the Safina Center	5		
aka 'Murphy,' Freelance Writer, 'The Law According to Murphy'	12		
Blogger, Jennyonthespot.com	2		
Entertainment/Technology Attorney, TroyGould & Contributing Ed...	14		
Food, Travel and Fitness Writer	8		
Storyteller, Truth-Digger & Copywriter to Soul-Centered Entrep...	21		
staple to pure porcine perfection. Food & Wine editors sampled both nationally available and mail-order artisanal brands to find out which bacon is truly the best.	1		
Co-editor, Crimson and Cream Machine	1		
Director of Policy at Working Partnerships USA	1		
Ayurvedic and yogic therapist and author	20		
Astrologer and author of Midlife Is Not a Crisis: Using Astrol...	3		
Midlife researcher, author, psychotherapist	5		
Author and Family Internet Safety Expert	21		
Secretary General of the Nordic Council of Ministers	1		
Writer harvesting experience as founder of businesses, managem...	2		
Communications strategist, Writer, Single Mom	3		
Founder, HoneyColony; Director, 'Vanishing of the Bees'	1		
Community of over 2 million international travelers	27		
Founder, Red Cross Blue Shield Gang Prevention	1		
Founder and CEO, Camp Bow Wow	1		
Former Canadian pro Hockey player	1		
I am a Leadership Coach and a Professional Speaker. I help peo...	1		
LGBT advocate, political strategist and poet	1		
Hair Healer, Author, Performing Artist, Mentor, Founder of Bev...	1		
Program Coordinator, UN Annual Youth Assembly	1		
Writer, mom of three	1		
Writer, speaker, life strategist and personal coach	1		
Certified family parenting expert, popular radio host, TV pers...	2		
Now is the time we turn our anger towards something productive with tangible results.	1		
Global Head of Digital, PepsiCo Beverages	1		
International designer	1		
Bills Chick at ChicksInTheHuddle.com	1		
"Author, \"The Hippocratic Myth,\" & Professor of Law, Georgetown..."	2		
Certified life coach and founder, Be You and Be Fearless Life ...	2		
Professor of Art History	13		
Director of House Operations, Ronald McDonald House Charities ...	1		
Smithsonian.com	8		
Author, Speaker, and Baylor University Professor	5		
Writer/Filmmaker	2		
Author; Management and career expert	2		
Social News Editor at the Huffington Post	1		
Certified Divorce Coach, Dating Coach and Matchmaker	1		
Creator of P.S. It's Fashion	1		
Founding Executive Director, Families USA	1		
MTV's 'The Challenge: Battle of the Seasons'	1		
Author and Speaker - Alert Mindfulness, Essential Leadership S...	3		
Registered dietitian, certified personal trainer, nutritional ...	3		
Founder, political blog 'The Nakedist'	1		
Executive Chef, Culinologyist, Culinary Olympic medalists, Pre...	1		
President, Social Velocity	1		
Co-author, 'Wasteland,' a new YA trilogy from HarperTeen	1		
Huffington Post Impact intern	1		
Photographer and filmmaker	2		
Three-time cancer survivor and globally recognized cancer advo...	1		
Student from Australia	2		
Architect of Humanity	3		
A writer on the endless quest for wisdom, transcendence, and h...	5		
The go-to guide for all things weddings	31		
Performance coach, theatre consultant,  professor & director, ...	1		
Author and Communication Professor	1		
The #1 Social Fitness App for Motivation, Inspiration, & Disco...	2		
Poet, teacher	1		
Professor of Mathematics and Computer Science, Davidson Colleg...	2		
Co-star, Bravo tv's 'The Millionaire Matchmaker' and Founder, ...	1		
Writer & Consultant	1		
Arlene Schindler is an author and speaker with expertise in re...	1		
Head of Health & Life, Swiss Re	1		
Dionna Ford (CodeNameMama.com)	1		
Professor of Geology, Environment, and Sustainability at Hofst...	1		
TravelandLeisure.com	122		
TV Host, Fashion Designer, and Entrepreneur	1		
Psychotherapist, rabbi and New York Times bestselling...	13		
Poet, writer, travel blogger, politics junkie	5		
the bodybuilding librarian	3		
Author, Making Peace With Autism: One Family's Story of Strugg...	1		
Writer, activist and DJ	1		
Writer living in Eugene, Oregon	3		
Now before you judge me you have to know I've really tried to pick just one to sleep with. But just like clock work, every time it gets too serious, I get nervous and start questioning: Is this what I really want?	1		
HomeAway.com	46		
Independent Documentary Features Producer, Writer and Director	1		
Food Stylist, Chef, Writer, Blogger, Author, Artist	1		
Chair, DSM-5 Task Force; Professor of Psychiatry at the Univer...	5		
Founder and CEO, AdGent Digital	1		
CEO/Founder, WAT-AAH!	1		
Executive Wellness Coach, Patient Advocate, Practicing Physici...	2		
"Author, \"This Made Me Think of You\""	5		
Clinical Counselor, Mental Health Consultant, and Author	3		
Emmy winning TV producer, Single Mom Lifestyle Expert/Multi-ge...	20		
Heart disease survivor	2		
Survivor advocate for the Mesothelioma Cancer Alliance	1		
Writer, The Travel Word	1		
Freelance entertainment reporter, producer, blogger and corres...	1		
Changemaker, Rulebreaker, Storyteller	3		
I write on sustainability issues, with a focus on palm oil in ...	1		
Founder and Executive Director, Institute for Mindful Leadership	3		
Fueled by wanderlust. Fulfilled by adventure. Travelzoo publis...	4		
Author, journalist,and historian. Partnered with UN World Food...	4		
Activist and Writer from Chicago	1		
Educational and equity consultant	1		
Editor and Blogger (cancerspot.org)	1		
Content Chief of The What	1		
Editor and Co-founder, Well Rounded NY	2		
Professor Emeritus of Nutritional Biochemistry, Cornell	1		
Musician, Singer, Songwriter, Speaker	1		
has become of the middle class.	1		
